text,Prediction Probabilities
"Title: Differences in tolerance to anthropogenic stress between invasive and native bivalves Abstract: Tolerance towards environmental stress has been frequently considered as one of the key determinants of invasion success. However, empirical evidence supporting the assumption that invasive species can better endure unfavorable conditions compared with native species is limited and has yielded opposing results. In this study, we examined the tolerance to different stress conditions (thermal stress and trace metal zinc pollution stress) in two phylogenetically related and functionally similar freshwater bivalve species, the native Anodonta anatina and the invasive Sinanodonta woodiana. We assessed potential differences in response to stress conditions using several cellular response assays: efficiency of the multixenobiotic resistance mechanism, respiration estimate (INT reduction capacity), and enzymatic biomarkers. Our results demonstrated that the invasive species overall coped much better with unfavorable conditions. The higher tolerance of S. woodiana was evident from (i) significantly decreased Rhodamine B accumulation indicating more efficient multixenobiotic resistance mechanism; (ii) significantly higher INT reduction capacity and (iii) less pronounced alterations in the activity of stress-related enzymes (glutathione-S-transferase, catalase) and of a neurotoxicity biomarker (cholinesterase) in the majority of treatment conditions in both stress trials. Higher tolerance to thermal extremes may provide physiological benefit for further invasion success of S. woodiana in European freshwaters, especially in the context of climate change.",74.11
"Title: Testing the greenhouse gas emissions reduction potential of alternative strategies for the english housing stock Abstract: Buildings account for around a third of global energy and process emissions, but have been delivering much smaller emissions savings than other sectors. Although clear standards of new building construction and retrofitting options have been developed and are able to reduce building emissions, there is need for a clear prioritisation of policy options capable of delivering the greatest reduction in emissions at minimal costs. This requires an assessment of the trade-offs between new construction and retrofitting in terms of the pace of adoption of improved building standards and the emissions savings achieved to meet current climate targets. In this paper, a dynamic material flow analysis is used to explore the impact of combined mitigation strategies on both new and existing buildings capable of reducing embodied and operational emissions in the English domestic housing stock. The results show that progress in the use of low carbon materials in construction and the deployment of zero-carbon buildings at scale would not be enough to deliver a reduction of building emissions of the scale required nationally (–66% from current levels by 2050). Improvement in building standards for both new and pre-existing construction is essential to meet targets, but its costs are likely to be unreasonable without a reduction in the demand for floor area per capita by promoting flexible design of buildings, house sharing or telecommuting, which are likely to produce far-reaching implications in social organisation and urban planning.",50.53
"Title: Farmers’ Perceptions of Climate Change and Agricultural Adaptation Strategies in Rural Sahel Abstract: Farmers in the Sahel have always been facing climatic variability at intra- and inter-annual and decadal time scales. While coping and adaptation strategies have traditionally included crop diversification, mobility, livelihood diversification, and migration, singling out climate as a direct driver of changes is not so simple. Using focus group interviews and a household survey, this study analyzes the perceptions of climate change and the strategies for coping and adaptation by sedentary farmers in the savanna zone of central Senegal. Households are aware of climate variability and identify wind and occasional excess rainfall as the most destructive climate factors. Households attribute poor livestock health, reduced crop yields and a range of other problems to climate factors, especially wind. However, when questions on land use and livelihood change are not asked directly in a climate context, households and groups assign economic, political, and social rather than climate factors as the main reasons for change. It is concluded that the communities studied have a high awareness of climate issues, but climatic narratives are likely to influence responses when questions mention climate. Change in land use and livelihood strategies is driven by adaptation to a range of factors of which climate appears not to be the most important. Implications for policy-making on agricultural and economic development will be to focus on providing flexible options rather than specific solutions to uncertain climate.",80.79
"Title: Managing climate change in cities: Will climate action plans work? Abstract: Since the mid-20th century, most large cities of the United States have been warming at more than twice the rate of the planet as a whole. While many municipal and state governments have developed climate action plans designed to reduce emissions of greenhouse gases, rising concentrations of greenhouse gases typically are not the strongest driver of warming in cities. Our purpose is to evaluate the likely effectiveness of municipal and state level climate action plans in slowing the pace of warming in the most populous U.S. cities over the near-to-medium term. We employ time-series temperature trend analyses to differentiate global from local-scale climate change mechanisms in large U.S. cities between 1961 and 2010. We then review all climate action plans developed at the municipal or state level in the 50 most populous metropolitan regions to identify the various emissions control and heat management strategies incorporated into these plans. The results of our assessment suggest that the climate change management policies adopted through municipal and state climate action plans may fail to adequately protect human health and welfare from rapidly rising temperatures. Based on our review, we recommend that municipal and state governments broaden climate action plans to include heat management strategies in addition to greenhouse gas emissions controls.",65.98
"Title: Complex networks reveal global pattern of extreme-rainfall teleconnections Abstract: Climatic observables are often correlated across long spatial distances, and extreme events, such as heatwaves or floods, are typically assumed to be related to such teleconnections1,2. Revealing atmospheric teleconnection patterns and understanding their underlying mechanisms is of great importance for weather forecasting in general and extreme-event prediction in particular3,4, especially considering that the characteristics of extreme events have been suggested to change under ongoing anthropogenic climate change5–8. Here we reveal the global coupling pattern of extreme-rainfall events by applying complex-network methodology to high-resolution satellite data and introducing a technique that corrects for multiple-comparison bias in functional networks. We find that the distance distribution of significant connections (P < 0.005) around the globe decays according to a power law up to distances of about 2,500 kilometres. For longer distances, the probability of significant connections is much higher than expected from the scaling of the power law. We attribute the shorter, power-law-distributed connections to regional weather systems. The longer, super-power-law-distributed connections form a global rainfall teleconnection pattern that is probably controlled by upper-level Rossby waves. We show that extreme-rainfall events in the monsoon systems of south-central Asia, east Asia and Africa are significantly synchronized. Moreover, we uncover concise links between south-central Asia and the European and North American extratropics, as well as the Southern Hemisphere extratropics. Analysis of the atmospheric conditions that lead to these teleconnections confirms Rossby waves as the physical mechanism underlying these global teleconnection patterns and emphasizes their crucial role in dynamical tropical–extratropical couplings. Our results provide insights into the function of Rossby waves in creating stable, global-scale dependencies of extreme-rainfall events, and into the potential predictability of associated natural hazards.",77.72
"Title: Do city climate plans reduce emissions? Abstract: More than 600 local governments in the US are developing climate action plans that lay out specific measures to reduce emissions from municipal operations, households and firms. To date, however, it is unclear whether these plans are being implemented or have any causal effects on emissions. Using data from California, I provide the first quantitative analysis of the impacts of climate plans. I find that cities with climate plans have had far greater success in implementing strategies to reduce greenhouse gas emissions than their counterparts without such plans. For example, they have more green buildings, spend more on pedestrian and bicycle infrastructure, and have implemented more programs to divert waste from methane-generating landfills. I find little evidence, however, that climate plans play any causal role in this success. Rather, citizens’ environmental preferences appear to be a more important driver of both the adoption of climate plans and the pursuit of specific emission reduction measures. Thus, climate plans are largely codifying outcomes that would have been achieved in any case.",44.78
"Title: Interacting effects of climate change and habitat fragmentation on drought-sensitive butterflies Abstract: Climate change is expected to increase the frequency of some climatic extremes. These may have drastic impacts on biodiversity, particularly if meteorological thresholds are crossed, leading to population collapses. Should this occur repeatedly, populations may be unable to recover, resulting in local extinctions. Comprehensive time series data on butterflies in Great Britain provide a rare opportunity to quantify population responses to both past severe drought and the interaction with habitat area and fragmentation. Here, we combine this knowledge with future projections from multiple climate models, for different Representative Concentration Pathways (RCPs), and for simultaneous modelled responses to different landscape characteristics. Under RCP8.5, which is associated with business as usual'emissions, widespread drought-sensitive butterfly population extinctions could occur as early as 2050. However, by managing landscapes and particularly reducing habitat fragmentation, the probability of persistence until mid-century improves from around zero to between 6 and 42% (95% confidence interval). Achieving persistence with a greater than 50% chance and right through to 2100 is possible only under both low climate change (RCP2.6) and semi-natural habitat restoration. Our data show that, for these drought-sensitive butterflies, persistence is achieved more effectively by restoring semi-natural landscapes to reduce fragmentation, rather than simply focusing on increasing habitat area, but this will only be successful in combination with substantial emission reductions.",77.35
"Title: Regulation and Economic Globalization: Prospects and Limits of Private Governance Abstract: Corporate codes of conduct, product certifications, process standards, and other voluntary, non-governmental forms of private governance have proliferated in the last two decades. These innovations are a response to social pressures unleashed by globalization and the inadequacy of governmental institutions for addressing its social and environmental impacts. Private governance has had some notable successes, but there are clear limits to what it alone can be expected to accomplish. We hypothesize that the effectiveness of private governance depends on four main factors: 1) the structure of the particular global value chain in which production takes place; 2) the extent to which demand for a firm's products relies on its brand identity; 3) the possibilities for collective action by consumers, workers, or other activists to exert pressure on producers; and 4) the extent to which commercial interests of lead firms align with social and environmental concerns. Taken together, these hypotheses suggest that private governance will flourish in only a limited set of circumstances. With the trend towards consolidation of production in the largest developing countries, however, we also see a strengthening of some forms of public governance. Private governance will not disappear, but it will be linked to emerging forms of multi-stakeholder institutions.",52.96
"Title: Maximising synergies between disaster risk reduction and climate change adaptation: Potential enablers for improved planning outcomes Abstract: Recent extreme weather events worldwide have highlighted the vulnerability of many urban settlements to future climatic change. These events are expected to increase in frequency and intensity under climate change scenarios. Although the climatic change may be unavoidable, effective planning and response can reduce its impacts. Drawing on empirical data from a 3-year multi-sectoral study of climate change adaptation for human settlements in the South East Queensland region, Australia, this paper draws on multi-sectoral perspectives to propose enablers for maximising synergies between disaster risk reduction and climate change adaptation to achieve improved planning outcomes. Multi-sectoral perspectives are discussed under four groups of identified enablers: spatial planning; cross-sectoral planning; social/community planning; and strategic/long term planning. Based on the findings, a framework is proposed to guide planning systems to maximise synergies between the fields of disaster risk reduction and climate change adaptation to minimise the vulnerability of communities to extreme weather events in highly urbanised areas.",94.82
"Effects of global climate change on geographic distributions of vertebrates in North Queensland Abstract: This paper assesses potential changes in the distributions of 12 endemic rainforest vertebrates of the Wet Tropics of Northeastern Australia in response to global warming predictions. It is based on projecting models of current geographic distribution to modelled future conditions taken from regional climate models. In comparing vertebrate species with different mobility, adaptation potential and distribution, consequences of global warming for elements of the regional biodiversity were investigated. The bioclimatic program, BIOCLIM, was used to determine the current climatic ranges and the potential changes in the distributions of the 12 species under four climate change scenarios for the year 2100. Results suggest that even species with currently wide climatic ranges may become vulnerable. Species distribution area decreased by more than 50% on average. Furthermore, the remaining predicted range decreased from an average of 90% under a conservative scenario, to about 40% under a less conservative scenario. These results show how sensitively some species could react to climate change and emphasise the need for rapid action on global warming for biodiversity conservation.",71.45
"Title: Extreme climate in China: Facts, simulation and projection Abstarct: In this paper, studies on extreme climate in China including extreme temperature and precipitation, dust weather activity, tropical cyclone activity, intense snowfall and cold surge activity, floods, and droughts are reviewed based on the peer-reviewed publications in recent decades. The review is focused first on the climatological features, variability, and trends in the past half century and then on simulations and projections based on global and regional climate models. As the annual mean surface air temperature (SAT) increased throughout China, heat wave intensity and frequency overall increased in the past half century, with a large rate after the 1980s. The daily or yearly minimum SAT increased more significantly than the mean or maximum SAT. The long-term change in precipitation is predominantly characterized by the so-called southern flood and northern drought pattern in eastern China and by the overall increase over Northwest China. The interdecadal variation of monsoon, represented by the monsoon weakening in the end of 1970s, is largely responsible for this change in mean precipitation. Precipitation-related extreme events (e.g., heavy rainfall and intense snowfall) have become more frequent and intense generally over China in the recent years, with large spatial features. Dust weather activity, however, has become less frequent over northern China in the recent years, as result of weakened cold surge activity, reinforced precipitation, and improved vegetation condition. State-of-the-art climate models are capable of reproducing some features of the mean climate and extreme climate events. However, discrepancies among models in simulating and projecting the mean and extreme climate are also demonstrated by many recent studies. Regional models with higher resolutions often perform better than global models. To predict and project climate variations and extremes, many new approaches and schemes based on dynamical models, statistical methods, or their combinations have been developed, resulting in improved skills. With the improvements of climate model capability and resolution as well as our understanding of regional climate variability and extremes, these new approaches and techniques are expected to further improve the prediction and projection on regional climate variability and extremes over China in the future.",87.84
"Assessing environmental performance trends in the transport industry: Eco-innovation or catching-up? Abstract: This paper analyses the change in environmental performance that took place in the transport industry of 38 countries between the years 1995 and 2009. Data Envelopment Analysis techniques and directional distance functions are employed to compute Luenberger productivity indicators for the change in environmental performance and its determinants, namely, environmental technical change resulting from eco-innovation and catching-up with best available environmental technologies. Eight air pollutants account for the environmental contaminants from transport activities, and these are aggregated into three main categories of environmental pressures, namely, global warming, tropospheric ozone formation and acidification potentials. Furthermore, performance evaluation is based on how these specific environmental pressures are managed. Our principal findings show that there has been a noticeable improvement in environmental performance since the 1990s, primarily as a result of eco-innovations; moreover, this improvement has been markedly greater in low- and middle-income economies, bolstered, in this case, by both environmental technical progress and catching-up. These results reveal the need for policy measures aimed at encouraging catching-up with best available technologies, particularly in more developed countries.",82.66
"Fat-tailed risk about climate change and climate policy Abstract: This paper investigates the role of emissions control in welfare maximization under fat-tailed risk about climate change. We provide a classification of fat tails and discuss the effect of fat-tailed risk on climate policy. One of the main findings is that emissions control may prevent the “strong” tail-effect from arising, at least under some conditions such as bounded temperature increases, low risk aversion, low damage costs, and bounded utility function. More specifically, the fat-tailed risk with respect to a climate parameter does not necessarily lead to an unbounded carbon tax. In this case, the basic principle of cost-benefit analysis maintains its applicability.",66.49
"Global warming and the end-Permian extinction event: Proxy and modeling perspectives Abstract: The mass extinction event that occurred at the close of the Permian Period (~252million years ago) represents the most severe biodiversity loss in the ocean of the Phanerozoic. The links between the global carbon cycle, climate change and mass extinction are complex and involve a whole range of often inter-related geochemical, biological, ecologic and climatic factors. It has become widely accepted that the end-Permian mass extinction was associated with a global warming event, because the age of the Siberian Trap eruption, a potentially massive source of carbon dioxide, coincides within error with the extinction event. However, geologic data that are in support of this global warming event are relatively sparse. The chain of events and the causal relationship between the eruption of Siberian Traps and mass extinction is not well established. Global warming, in particular, has only been reported from limited proxy data and climate models, for which the pCO2 in the atmosphere just before and during the end-Permian extinction event is poorly known. This study critically assesses both the proxy climate data and the existing paleoclimate simulations with the goals of assessing our current understanding of the link between mass extinction and climate change and providing some guidance for future studies. Proxies indicate that prior to the end-Permian extinction event tropical sea surface temperatures ranged from ~22 to 25°C, and possible pCO2 values ranged from ~500 to ~4000ppm before the extinction event. During the peak extinction, tropical temperatures rose up to ~30°C while pCO2 perhaps increased up to ~8000ppm. Climate models that use different pre-event pCO2 values show similar amount of CO2 doubling to replicate the observed carbon isotope excursions. We find that the temperature anomaly during the end-Permian extinction is consistent with ~1.5 doublings of atmospheric pCO2, and that the implied climate sensitivity is 5–6°C, within the upper range of values produced by climate models.",70.1
"Epigenetic basis of sensitization to stress, affective episodes, and stimulants: implications for illness progression and prevention Objectives: The process of sensitization (increased responsivity) to the recurrence of stressors, affective episodes, and bouts of substance abuse that can drive illness progression in the recurrent affective disorders requires a memory of and increased reactivity to the prior exposures. A wealth of studies now supports the postulate that epigenetic mechanisms underlie both normal and pathological memory processes. Methods: We selectively reviewed the literature pertinent to the role of epigenetics in behavioral sensitization phenomena and discuss its clinical implications. Results: Epigenetics means above genetics and refers to environmental effects on the chemistry of DNA, histones (around which DNA is wound), and microRNA that change how easily genes are turned on and off. The evidence supports that sensitization to repeated stressor, affective episodes, and substance is likely based on epigenetic mechanisms and that these environmentally based processes can then become targets for prevention, early intervention, and ongoing treatment. Sensitization processes are remediable or preventable risk factors for a poor illness outcome and deserve increased clinical, public health, and research attention in the hopes of making the recurrent unipolar and bipolar affective disorders less impairing, disabling, and lethal by suicide and increased medical mortality. Conclusions: The findings that epigenetic chemical marks, which change in the most fundamental way how genes are regulated, mediate the long-term increased responsivity to recurrent stressors, mood episodes, and bouts of substance abuse should help change how the affective disorders are conceptualized and move treatment toward earlier, more comprehensive, and sustained pharmacoprophylaxis.",90.16
"Evaluation of CO2 absorption performance by molecular dynamic simulation for mixed secondary and tertiary amines Abstract: CO2 emission to the atmosphere is the most prominent cause of climate change and a major risk to environmental health. Although several techniques are very promising to reduce the CO2 emission from central emission points, the CO2 absorption by amines remains the most mature and reliable technology. Yet, there is more potential to improve absorption performance by choosing suitable solvents. Thus, the present research is intended to explore a better solvent combination for CO2 absorption by adopting the amine absorption process using molecular dynamic simulation. The study is designed to compare the intermolecular interactions of N[sbnd]C and N[sbnd]H bond between single 2EAE, DMAE (or 2DMAE), and blended solvent, i.e., 2EAE/PZ, 2DMAE/PZ with carbon dioxide and water and then to catch the effect of piperazine on these amines. The molecular dynamic simulations were performed by using the Material Studio application. The solvent concentration, 30 wt% under the condition of 313 K temperature at 0.1 MPa pressure, was taken for solvent systems. The results were interpreted by the Radial Distribution Function analysis. It was found that the blend of secondary and tertiary amines with piperazine 2EAE/PZ, DMAE/PZ reflect higher intermolecular interaction with CO2 as compared to single DMAE &amp; 2EAE. This finding shows that piperazine acts as a promoter on 2EAE and 2DMAE when interacting with CO2.",93.19
"An independent and combined effect analysis of land use and climate change in the upper Rhone River watershed, Switzerland Abstract: Land use and climate change play a significant role in hydrological processes. This study assesses the impact of land use and climate change in a snow and glacier dominated high altitude watershed, located in the southwestern part of Switzerland. Climate projections until the middle of the 21st century were analyzed using a Regional Climate Model from the IPCC A1B scenario. Land use maps were created using Idrisi TAIGA land change modeler, based on historical changes over two time periods and transformed for future forecasting. Logistic regression was used to generate these maps containing the probability of change between two different land use categories. Subsequently, the allocation of the land use was based on a multi-objective land distribution. The semi-distributed hydrological model called the Soil and Water Assessment Tool (SWAT) was used for simulating streamflow. The analysis was done to assess the impact of streamflow in three time periods where 1981–2010 is considered as the observed period and the two other time periods from 2011 to 2025 and 2026–2050 are considered as the scenario periods. Flow Duration Curves (FDC) were generated to assess the impact of low and high streamflow periods. Our study shows a decrease in the summer peak flow and an early start of the melt driven peak flow. The major change observed in this study is the rising period of the hydrograph, i.e. in May and June an early shift is observed in the discharge. Independent analysis from land use change and climate change shows that the peak flow reduction occurs as a result of land use change, but the peak flow together with the timing of peak flow occurrence is also influenced by climatic change. The combined effect suggests a reduction of peak flow and early melt driven streamflow in the future. Information obtained from this study can be useful for water managers, especially for the hydropower based energy production sector in the Rhone watershed.",63.13
"Political, economic and environmental impacts of biofuels: A review Abstract: Current energy policies address environmental issues including environmentally friendly technologies to increase energy supplies and encourage cleaner, more efficient energy use, and address air pollution, greenhouse effect, global warming, and climate change. The biofuel policy aims to promote the use in transport of fuels made from biomass, as well as other renewable fuels. Biofuels provide the prospect of new economic opportunities for people in rural areas in oil importer and developing countries. The central policy of biofuel concerns job creation, greater efficiency in the general business environment, and protection of the environment. Projections are important tools for long-term planning and policy settings. Renewable energy sources that use indigenous resources have the potential to provide energy services with zero or almost zero emissions of both air pollutants and greenhouse gases. Biofuels are expected to reduce dependence on imported petroleum with associated political and economic vulnerability, reduce greenhouse gas emissions and other pollutants, and revitalize the economy by increasing demand and prices for agricultural products.",68.14
"Environmental impacts of micro-wind turbines and their potential to contribute to UK climate change targets Abstract: This paper evaluates the life cycle environmental sustainability of micro-wind turbines in the UK in comparison with grid electricity and solar PV (photovoltaics). The results suggests that per kWh electricity generated, the majority of environmental impacts from the wind turbines are lower than from grid electricity, ranging from 26% lower terrestrial toxicity to 92% lower global warming. However, depletion of abiotic elements, fresh-water and human toxicities are 82%, 74% and 53% higher than for grid electricity, respectively. The wind turbines are more environmentally sustainable than solar PV for seven out of 11 impacts, ranging from 7.5% lower eutrophication to 85% lower ozone layer depletion. However, depletion of fossil resources, fresh-water, human and terrestrial toxicities are higher for the wind turbine than for the PV, ranging from 5% for the former to 87% for the latter. UK-wide deployment of micro-wind turbines would save between 0.6 and 1% of GHG (greenhouse gas) emissions on 2009 levels. Therefore, the potential of micro-wind turbines to contribute towards UK's climate change targets is limited.",90.19
"A new model to assess the environmental impact and sustainability of energy systems Abstract: This study develops a novel sustainability assessment methodology for energy systems using life-cycle emission factors and sustainability indicators. Here, the global warming and environmental impact dimensions of the sustainability assessment methodology are examined in detail. A comparative analysis shows that a wind-battery system produces fewer potential global warming, stratospheric ozone depletion, air pollution, and water pollution impacts compared to a gas-fired system. The wind-battery system generates 13% of the life-cycle GHG emissions and 22% of the life-cycle ozone-depleting substance emissions of a gas-fired power plant. Nitrous oxide contributes more than 90% of the stratospheric ozone depletion potential of gas-fired and wind-battery systems.",76.65
"Climatic physical snowpack properties for large-scale modeling examined by observations and a physical model Abstract: Here we have conducted an integral study using site observations and a model with detailed snow dynamics, to examine the capability of the model for deriving a simple relationship between the density and thermal conductivity of the snowpack within different climatic zones used in large-scale climate modeling. Snow and meteorological observations were conducted at multiple sites in different climatic regions (two in Interior Alaska, two in Japan). A series of thermal conductivity measurements in snow pit observations done in Alaska provided useful information for constructing the relationship. The one-dimensional snow dynamics model, SNOWPACK, simulated the evolution of the snowpack and compared observations between all sites. Overall, model simulations tended to underestimate the density and overestimate the thermal conductivity, and failed to foster the relationship evident in the observations from the current and previous research. The causes for the deficiency were analyzed and discussed, regarding a low density of the new snow layer and a slow compaction rate. Our working relationships were compared to the equations derived by previous investigators. Discrepancy from the regression for the melting season observations in Alaska was found in common.",69.38
"Empirical determinants of eco-innovation in European countries using the community innovation survey Abstract: The determinants of eco-innovation activities have been widely explored for single countries. However, there is a lack of analyses comparing different countries. The Community Innovation Survey (CIS 2008) allows for an analysis of the determinants of eco-innovation in 19 different European countries. This paper focuses on Eastern Europe as the determinants of eco-innovation have not yet been systematically analyzed for these countries. Concerning the introduction of eco-innovations, this analysis shows that regulation activities and environmentally related subsidies seem to be more important for the Eastern countries than they are for the “richer” Western European countries. Furthermore, the Eastern European countries rely more on competitors and external R&D as information sources, indicating a technology transfer from West to East.",61.58
